job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI00030,ML Ops Engineer,171204,USD,SE,Full-time,United States,L,Israel,0,"Azure, Python, Computer Vision, Kubernetes, TensorFlow",Master,2,Retail,2024-01-18,2024-02-25,1212,6.2,TechCorp Inc
AI00031,Head of AI,124742,EUR,SE,Full-time,France,S,Netherlands,0,"Deep Learning, GCP, AWS, Linux, Tableau",Master,1,Retail,2024-05-16,2024-07-26,887,6.7,DeepTech Ventures
AI00032,Research Scientist,81167,USD,MI,Freelance,Australia,S,Denmark,100,"Azure, Python, Spark",Master,1,Real Estate,2024-01-31,2024-03-08,1910,3.9,Cognitive Computing
AI00033,Robotics Engineer,84894,USD,MI,Full-time,Sweden,S,Switzerland,50,"NLP, Scala, Python",PhD,7,Real Estate,2024-08-28,2024-09-20,684,6.5,AI Innovations
AI00034,ML Ops Engineer,150789,USD,SE,Full-time,China,M,Finland,0,"Tableau, Azure, GCP, Linux, Python",Associate,16,Education,2024-03-01,2024-03-19,1850,5.2,DeepTech Ventures
AI00035,Deep Learning Engineer,48683,USD,EN,Full-time,China,M,Singapore,0,"R, GCP, MLOps, Linux",PhD,8,Consulting,2024-10-26,2024-12-25,1504,4.7,AI Innovations
AI00036,Head of AI,37432,USD,EN,Full-time,United States,M,Netherlands,0,"Git, Hadoop, Data Visualization",Associate,10,Finance,2024-01-31,2024-02-26,1261,5.3,Advanced Robotics
AI00037,AI Architect,29255,USD,EN,Freelance,United States,S,Japan,100,"Data Visualization, Tableau, AWS, Mathematics, Python",Associate,2,Telecommunications,2024-10-17,2024-11-12,998,7.2,DeepTech Ventures
AI00038,Robotics Engineer,50411,USD,EN,Full-time,India,L,Israel,100,"Linux, PyTorch, SQL, Statistics",Master,18,Government,2024-01-14,2024-03-12,1030,5.4,Autonomous Tech
AI00039,AI Specialist,201278,USD,SE,Full-time,India,L,China,0,"Tableau, Docker, GCP",Bachelor,1,Healthcare,2024-06-15,2024-07-29,2323,8.6,Algorithmic Solutions
AI00040,Data Engineer,76463,EUR,MI,Full-time,India,M,Netherlands,100,"Computer Vision, Azure, Tableau",Associate,15,Government,2024-03-01,2024-05-01,831,7.5,AI Innovations
AI00041,Data Scientist,40110,USD,EN,Full-time,Finland,M,China,100,"Data Visualization, Azure, Spark, MLOps",Bachelor,2,Telecommunications,2024-02-24,2024-03-09,761,9.5,Digital Transformation LLC
AI00042,AI Architect,52491,USD,EN,Full-time,United Kingdom,L,United States,50,"Java, Mathematics, SQL",Bachelor,8,Finance,2025-03-17,2025-04-16,2290,6.2,Quantum Computing Inc
AI00043,AI Specialist,40536,USD,EN,Full-time,United States,M,Finland,0,"Spark, Mathematics, GCP",Associate,1,Telecommunications,2025-02-01,2025-04-11,502,4.1,Machine Intelligence Group
AI00044,Machine Learning Researcher,22757,USD,EN,Full-time,Germany,S,Singapore,100,"Hadoop, Docker, Python, Azure",Associate,8,Retail,2024-04-24,2024-06-12,1281,4.9,Predictive Systems
AI00045,ML Ops Engineer,35184,EUR,EN,Full-time,India,S,Netherlands,100,"Docker, R, Linux",Bachelor,5,Media,2025-03-03,2025-05-03,1926,6.0,Machine Intelligence Group
AI00046,AI Research Scientist,26957,USD,EN,Full-time,Australia,M,Singapore,0,"Data Visualization, Statistics, R",Associate,7,Media,2024-01-10,2024-03-22,1151,7.4,TechCorp Inc
AI00047,AI Research Scientist,353996,USD,EX,Full-time,Canada,M,India,100,"Scala, Java, Tableau",PhD,1,Manufacturing,2024-11-16,2024-12-18,2012,6.0,DeepTech Ventures
AI00048,AI Software Engineer,34778,USD,EN,Part-time,United States,S,China,100,"Java, Azure, GCP",Bachelor,4,Energy,2024-09-05,2024-10-25,1584,4.7,Cloud AI Solutions
AI00049,AI Specialist,234749,USD,SE,Full-time,Ireland,L,Switzerland,0,"Deep Learning, Git, Data Visualization, Linux, Java",Bachelor,12,Manufacturing,2024-08-08,2024-09-23,1930,9.3,Digital Transformation LLC
AI00050,AI Consultant,222251,USD,SE,Full-time,United Kingdom,L,Finland,50,"Hadoop, AWS, Linux, Docker, Statistics",PhD,19,Media,2025-03-10,2025-05-17,1556,5.3,Cognitive Computing
AI00051,AI Architect,137701,EUR,MI,Full-time,Japan,L,Germany,50,"Deep Learning, SQL, Mathematics",PhD,4,Government,2024-08-16,2024-10-19,1974,4.6,Cognitive Computing
AI00052,Research Scientist,46344,USD,EN,Full-time,Canada,M,India,0,"Linux, R, Azure, Mathematics, Git",Master,17,Technology,2024-03-12,2024-04-14,2028,4.2,Cognitive Computing
AI00053,Research Scientist,23615,USD,EN,Full-time,United Kingdom,M,United States,100,"Docker, Tableau, Mathematics",Associate,3,Gaming,2024-02-24,2024-05-02,2028,6.2,Algorithmic Solutions
AI00054,Data Scientist,108607,USD,MI,Freelance,France,L,Norway,100,"R, PyTorch, Kubernetes, Computer Vision",PhD,8,Consulting,2024-07-07,2024-09-09,1219,5.4,DataVision Ltd
AI00055,Research Scientist,96580,USD,MI,Part-time,United States,M,Israel,0,"Python, Tableau, TensorFlow, AWS",Master,4,Media,2024-08-05,2024-08-26,1714,2.2,Advanced Robotics
AI00056,AI Architect,26453,USD,EN,Contract,United States,M,Canada,100,"Azure, Kubernetes, TensorFlow, Statistics, Spark",Associate,3,Real Estate,2024-07-29,2024-09-27,1528,5.9,DeepTech Ventures
AI00057,Autonomous Systems Engineer,48996,USD,MI,Full-time,United Kingdom,M,India,100,"Python, Docker, GCP, Scala",Associate,4,Automotive,2024-09-28,2024-10-26,1325,6.5,Quantum Computing Inc
AI00058,Machine Learning Engineer,24067,USD,EN,Full-time,Germany,S,Israel,100,"Git, Linux, Python, TensorFlow, Mathematics",PhD,0,Finance,2025-03-22,2025-05-01,1872,7.3,Smart Analytics
AI00059,Machine Learning Engineer,34260,EUR,EN,Full-time,India,S,Germany,100,"PyTorch, Computer Vision, R",Associate,4,Transportation,2024-02-09,2024-03-06,793,6.8,Autonomous Tech
AI00060,AI Software Engineer,49147,GBP,EN,Full-time,France,L,France,100,"R, Spark, AWS",Associate,8,Media,2024-03-20,2024-05-05,1945,7.3,Algorithmic Solutions
AI00061,Data Scientist,66452,USD,MI,Contract,Canada,L,China,100,"Tableau, NLP, Azure, Statistics, PyTorch",Associate,1,Finance,2024-06-22,2024-08-14,1907,10.0,Machine Intelligence Group
AI00062,Data Scientist,222014,USD,SE,Full-time,Singapore,L,Norway,0,"TensorFlow, Azure, Computer Vision, Data Visualization",Bachelor,6,Finance,2024-06-05,2024-07-01,1714,4.2,Cloud AI Solutions
AI00063,AI Consultant,69956,USD,MI,Freelance,Japan,S,Switzerland,100,"TensorFlow, Scala, Docker, Statistics",PhD,3,Education,2024-03-23,2024-06-03,2199,9.1,Algorithmic Solutions
AI00064,AI Software Engineer,27040,USD,EN,Full-time,Canada,M,Canada,0,"Java, R, Deep Learning, NLP, Azure",PhD,4,Technology,2024-02-20,2024-03-15,799,6.0,Algorithmic Solutions
AI00065,Data Engineer,48945,USD,EN,Full-time,Canada,L,South Korea,0,"Java, Git, Deep Learning",Bachelor,0,Manufacturing,2024-12-15,2025-02-11,909,8.6,Digital Transformation LLC
AI00066,AI Specialist,210753,USD,SE,Part-time,India,L,Ireland,0,"Mathematics, Spark, Python, AWS",PhD,8,Education,2024-12-15,2025-02-12,508,5.8,TechCorp Inc
AI00067,Autonomous Systems Engineer,71673,USD,MI,Full-time,United States,M,Israel,0,"SQL, Java, MLOps, Linux, PyTorch",Associate,4,Retail,2024-09-01,2024-10-29,1153,7.7,Autonomous Tech
AI00068,Machine Learning Engineer,21539,USD,EN,Part-time,United States,S,Canada,100,"Python, Scala, Statistics, Git",Associate,12,Finance,2025-02-09,2025-02-23,2452,6.4,Digital Transformation LLC
AI00069,Machine Learning Researcher,59841,EUR,MI,Full-time,United States,M,Germany,50,"Hadoop, Python, Kubernetes, Azure",Bachelor,0,Gaming,2024-08-30,2024-09-15,583,8.0,Future Systems
AI00070,Principal Data Scientist,114992,EUR,SE,Full-time,United Kingdom,M,France,0,"MLOps, Kubernetes, Git, Python",Associate,3,Technology,2024-10-31,2024-12-15,548,5.3,Algorithmic Solutions
AI00071,NLP Engineer,39034,USD,EN,Freelance,United Kingdom,S,Singapore,0,"AWS, Kubernetes, Azure",Bachelor,4,Healthcare,2024-02-14,2024-04-02,912,7.6,Predictive Systems
AI00072,Autonomous Systems Engineer,214403,EUR,SE,Contract,Germany,M,France,100,"PyTorch, Kubernetes, Git, SQL",Master,7,Real Estate,2024-05-31,2024-06-19,761,6.9,Advanced Robotics
AI00073,Machine Learning Researcher,110071,USD,SE,Full-time,Canada,S,Norway,50,"NLP, Azure, Statistics, Spark, Mathematics",Associate,3,Real Estate,2024-08-02,2024-10-01,2077,4.4,Autonomous Tech
AI00074,Autonomous Systems Engineer,381660,GBP,EX,Full-time,China,L,United Kingdom,50,"Linux, R, Tableau",PhD,9,Retail,2024-11-29,2025-01-09,2396,10.0,Digital Transformation LLC
AI00075,Data Engineer,27513,USD,EN,Contract,India,S,Finland,100,"Scala, R, Tableau, Data Visualization",PhD,0,Consulting,2025-04-08,2025-05-13,1778,6.4,AI Innovations
AI00076,Data Engineer,46523,USD,EN,Full-time,United States,L,Singapore,50,"Mathematics, Kubernetes, Spark",Master,0,Energy,2024-11-16,2025-01-25,1366,3.8,Advanced Robotics
AI00077,AI Product Manager,34938,USD,EN,Full-time,India,S,Canada,50,"Kubernetes, Spark, Statistics, Scala",Bachelor,16,Energy,2024-09-19,2024-10-06,2383,7.0,Machine Intelligence Group
AI00078,ML Ops Engineer,36346,USD,EN,Full-time,Switzerland,M,Israel,100,"MLOps, SQL, Statistics",Associate,2,Finance,2024-06-10,2024-08-13,1350,8.6,Algorithmic Solutions
AI00079,Computer Vision Engineer,37444,USD,EN,Full-time,United Kingdom,S,India,100,"Scala, MLOps, NLP",PhD,6,Technology,2024-04-20,2024-06-08,1008,7.4,Future Systems
AI00080,AI Research Scientist,36559,USD,EN,Full-time,India,M,United States,0,"PyTorch, Linux, SQL",Master,12,Consulting,2025-02-13,2025-03-10,2231,6.4,Cloud AI Solutions
AI00081,Data Analyst,134472,EUR,SE,Freelance,United Kingdom,M,France,0,"Git, Kubernetes, TensorFlow, R, Java",Bachelor,17,Manufacturing,2024-08-31,2024-09-15,639,8.5,Cognitive Computing
AI00082,ML Ops Engineer,35486,USD,EN,Part-time,India,S,Australia,0,"R, Tableau, SQL, MLOps, Docker",Master,19,Gaming,2024-04-01,2024-04-16,826,6.7,Predictive Systems
AI00083,Machine Learning Researcher,162407,USD,SE,Full-time,Canada,S,Canada,0,"NLP, Azure, Spark, Data Visualization",PhD,10,Energy,2024-02-05,2024-03-11,2292,7.2,Autonomous Tech
AI00084,NLP Engineer,74221,USD,MI,Full-time,India,M,Sweden,0,"Java, SQL, Spark, Tableau, Azure",PhD,3,Automotive,2024-06-20,2024-08-12,804,6.6,Quantum Computing Inc
AI00085,ML Ops Engineer,57963,USD,MI,Full-time,Germany,S,Finland,100,"Docker, Python, Git, Kubernetes, Java",PhD,13,Telecommunications,2024-06-19,2024-08-22,757,4.6,DataVision Ltd
AI00086,NLP Engineer,85809,USD,MI,Full-time,United Kingdom,M,Denmark,0,"Git, MLOps, Hadoop, Python, Spark",Associate,0,Finance,2024-07-14,2024-09-08,678,4.4,Cognitive Computing
AI00087,Autonomous Systems Engineer,122468,USD,MI,Contract,Switzerland,L,India,0,"SQL, Kubernetes, Docker",Bachelor,0,Manufacturing,2025-04-16,2025-06-15,1207,6.4,Future Systems
AI00088,AI Specialist,69226,USD,MI,Full-time,India,S,United States,0,"R, NLP, SQL, GCP",Associate,0,Transportation,2025-02-15,2025-04-15,1517,4.7,Advanced Robotics
AI00089,Principal Data Scientist,25297,EUR,EN,Full-time,India,S,France,100,"Spark, SQL, Python, Mathematics, Linux",Master,11,Automotive,2024-05-20,2024-07-14,1294,5.2,TechCorp Inc
AI00090,AI Software Engineer,98833,EUR,MI,Contract,Australia,M,France,0,"PyTorch, Hadoop, Scala, Computer Vision",PhD,0,Real Estate,2024-11-19,2024-12-07,841,6.7,AI Innovations
AI00091,Research Scientist,39664,USD,EN,Full-time,China,L,Canada,0,"Hadoop, Spark, Kubernetes, Python",Bachelor,0,Automotive,2025-03-10,2025-05-14,1146,7.9,Cloud AI Solutions
AI00092,Data Analyst,56316,EUR,EN,Freelance,China,L,France,100,"Hadoop, Python, TensorFlow, R, Statistics",PhD,8,Technology,2024-06-19,2024-07-16,2419,7.4,Advanced Robotics
AI00093,Principal Data Scientist,71655,USD,MI,Contract,France,M,Singapore,0,"Computer Vision, PyTorch, GCP, Linux",Bachelor,9,Finance,2025-04-26,2025-06-15,2457,5.0,Neural Networks Co
AI00094,AI Research Scientist,47531,USD,EN,Full-time,India,M,United States,0,"Java, Hadoop, Mathematics",PhD,3,Real Estate,2024-03-01,2024-05-08,1299,6.9,Digital Transformation LLC
AI00095,Machine Learning Researcher,43024,USD,EN,Full-time,China,M,Canada,50,"Linux, R, NLP, PyTorch, Git",Master,19,Education,2024-07-10,2024-09-15,1559,3.4,Digital Transformation LLC
AI00096,NLP Engineer,45164,USD,MI,Full-time,India,S,Israel,100,"Statistics, Python, TensorFlow, PyTorch, Git",Bachelor,8,Manufacturing,2024-04-10,2024-05-03,598,7.7,TechCorp Inc
AI00097,Data Analyst,171403,EUR,SE,Full-time,United Kingdom,M,France,100,"Kubernetes, Scala, Java",Bachelor,6,Technology,2025-04-05,2025-06-13,2049,9.2,DataVision Ltd
AI00098,NLP Engineer,74410,USD,MI,Full-time,Australia,M,Canada,100,"Deep Learning, Statistics, Computer Vision, TensorFlow, Mathematics",Master,4,Real Estate,2024-12-04,2025-01-03,1909,7.1,Digital Transformation LLC
AI00099,Machine Learning Researcher,37861,USD,EN,Full-time,Canada,M,Denmark,100,"Python, AWS, Kubernetes, Deep Learning",Master,12,Retail,2025-01-12,2025-03-07,1137,7.5,Machine Intelligence Group
AI00100,AI Research Scientist,45593,USD,EN,Full-time,Israel,L,United States,100,"AWS, Kubernetes, Docker, Mathematics, MLOps",PhD,8,Transportation,2024-04-20,2024-06-22,916,4.4,DeepTech Ventures
AI00101,AI Product Manager,24152,USD,EN,Full-time,France,M,Norway,50,"Scala, Git, Java",Associate,9,Consulting,2025-01-02,2025-03-11,579,6.9,Neural Networks Co
AI00102,AI Product Manager,93625,USD,SE,Full-time,Japan,S,Israel,50,"Azure, AWS, PyTorch, GCP, Hadoop",Associate,16,Government,2024-01-25,2024-04-04,1690,5.4,TechCorp Inc
AI00103,Data Analyst,30364,EUR,EN,Contract,Singapore,M,Netherlands,0,"Spark, Mathematics, PyTorch, SQL, TensorFlow",Bachelor,3,Transportation,2024-01-27,2024-02-28,859,5.7,TechCorp Inc
AI00104,Computer Vision Engineer,202622,USD,SE,Full-time,India,L,Sweden,100,"SQL, Python, Deep Learning",PhD,3,Real Estate,2024-07-21,2024-09-27,701,9.0,TechCorp Inc
AI00105,Data Engineer,42523,GBP,EN,Freelance,United States,M,United Kingdom,50,"TensorFlow, GCP, PyTorch, Spark",Master,13,Healthcare,2025-03-03,2025-04-03,1102,8.4,DeepTech Ventures
AI00106,NLP Engineer,132316,USD,SE,Contract,United States,S,Japan,100,"Git, SQL, PyTorch, Mathematics",Bachelor,2,Consulting,2024-09-15,2024-11-07,2162,3.5,Cognitive Computing
AI00107,AI Research Scientist,46756,USD,MI,Full-time,China,S,United Kingdom,0,"Data Visualization, PyTorch, Spark, TensorFlow",Associate,16,Automotive,2024-01-28,2024-03-17,548,10.0,Cognitive Computing
AI00108,ML Ops Engineer,68462,USD,MI,Freelance,Canada,M,Norway,100,"TensorFlow, SQL, NLP, Computer Vision, Git",Associate,2,Retail,2024-03-20,2024-04-20,2298,8.1,Autonomous Tech
AI00109,Deep Learning Engineer,38925,EUR,EN,Full-time,United States,S,France,100,"Java, R, Git, Mathematics, Spark",PhD,2,Government,2024-12-13,2025-02-24,1397,6.9,DataVision Ltd
AI00110,AI Specialist,35960,USD,EN,Freelance,United States,S,Israel,100,"PyTorch, Docker, GCP",Master,2,Transportation,2024-09-04,2024-10-10,2385,9.5,Digital Transformation LLC
AI00111,Machine Learning Researcher,99671,USD,MI,Full-time,Israel,L,United States,0,"Computer Vision, Hadoop, Git, AWS",Bachelor,18,Education,2024-03-08,2024-05-13,1646,4.2,Smart Analytics
AI00112,AI Architect,42325,EUR,EN,Freelance,Switzerland,L,France,50,"TensorFlow, Linux, SQL, Hadoop",Associate,18,Government,2024-05-13,2024-06-25,926,7.9,Digital Transformation LLC
AI00113,Computer Vision Engineer,130218,EUR,SE,Full-time,India,M,France,100,"SQL, Scala, Python",Bachelor,9,Telecommunications,2024-03-18,2024-04-20,1560,7.8,AI Innovations
AI00114,Data Scientist,143100,EUR,SE,Full-time,Sweden,S,France,0,"NLP, Computer Vision, Mathematics, Statistics, R",Master,6,Real Estate,2024-03-13,2024-05-10,1169,5.1,DataVision Ltd
AI00115,Machine Learning Researcher,108253,EUR,MI,Full-time,India,L,Germany,0,"Azure, R, Linux, MLOps",Bachelor,7,Technology,2024-08-14,2024-09-06,608,7.2,Algorithmic Solutions
AI00116,NLP Engineer,112793,USD,SE,Full-time,United States,S,Ireland,0,"R, AWS, Computer Vision, Statistics, Docker",Bachelor,0,Retail,2024-06-04,2024-07-16,1891,8.8,Autonomous Tech
AI00117,ML Ops Engineer,77633,USD,MI,Full-time,United States,M,Austria,100,"Kubernetes, SQL, Azure, Deep Learning, Linux",Master,0,Gaming,2024-08-11,2024-10-02,2015,4.7,AI Innovations
AI00118,Data Analyst,32991,USD,EN,Full-time,Switzerland,L,Ireland,100,"PyTorch, SQL, MLOps, AWS, TensorFlow",Associate,7,Retail,2024-10-22,2024-11-06,635,6.7,TechCorp Inc
AI00119,AI Software Engineer,59606,USD,MI,Part-time,India,S,Singapore,100,"MLOps, R, Git, Mathematics",Bachelor,17,Consulting,2024-04-15,2024-06-03,784,7.0,DeepTech Ventures
AI00120,AI Product Manager,35823,USD,EN,Full-time,Denmark,S,South Korea,100,"Linux, Scala, SQL, Git",Bachelor,9,Automotive,2024-05-18,2024-06-25,1243,8.0,TechCorp Inc
AI00121,AI Specialist,126570,USD,SE,Contract,France,S,Austria,100,"Git, Deep Learning, Kubernetes, Linux, GCP",Master,9,Media,2025-01-06,2025-02-01,611,6.4,TechCorp Inc
AI00122,Principal Data Scientist,41209,USD,EN,Full-time,France,M,Netherlands,100,"Git, SQL, Scala, Python, Computer Vision",PhD,0,Retail,2025-03-26,2025-04-13,1645,7.7,Cognitive Computing
AI00123,Machine Learning Engineer,171127,USD,SE,Full-time,United Kingdom,M,Singapore,100,"Python, Tableau, Java",PhD,4,Automotive,2024-06-20,2024-08-25,1212,5.8,Digital Transformation LLC
AI00124,Machine Learning Researcher,230471,USD,EX,Freelance,France,S,Austria,100,"Docker, AWS, Linux, Git, Azure",PhD,14,Technology,2025-04-19,2025-05-14,2427,5.5,TechCorp Inc
AI00125,Machine Learning Researcher,32878,USD,EN,Freelance,Canada,M,Denmark,100,"PyTorch, Scala, Linux, Tableau, Deep Learning",PhD,4,Transportation,2024-02-24,2024-03-17,1912,2.3,Cognitive Computing
AI00126,Data Engineer,222851,USD,SE,Full-time,Germany,M,South Korea,100,"Docker, SQL, Kubernetes, Git, Statistics",Master,11,Healthcare,2024-12-25,2025-01-24,1426,7.7,Quantum Computing Inc
AI00127,AI Product Manager,150536,USD,SE,Freelance,India,S,Denmark,100,"Statistics, R, Python, TensorFlow",Master,5,Consulting,2024-12-04,2025-01-11,1596,7.0,Quantum Computing Inc
AI00128,Research Scientist,45868,USD,EN,Freelance,United States,L,Switzerland,50,"Kubernetes, Azure, Spark, TensorFlow, Linux",Master,0,Transportation,2024-11-04,2024-12-02,1825,4.0,Machine Intelligence Group
AI00129,AI Product Manager,28154,USD,EN,Freelance,Japan,L,Ireland,0,"GCP, R, Azure, Deep Learning, PyTorch",Associate,17,Technology,2024-08-24,2024-09-15,1467,7.4,Neural Networks Co
AI00130,AI Software Engineer,28769,USD,EN,Freelance,United States,L,Austria,100,"Spark, Python, Deep Learning, Linux, Java",Bachelor,1,Consulting,2025-03-18,2025-04-12,984,10.0,Future Systems
AI00131,AI Specialist,80355,EUR,MI,Full-time,Canada,S,Finland,100,"AWS, R, Spark",PhD,5,Technology,2024-08-03,2024-10-15,2308,5.9,Digital Transformation LLC
AI00132,AI Software Engineer,38857,USD,EN,Full-time,United Kingdom,S,France,0,"Python, TensorFlow, PyTorch",Bachelor,0,Media,2025-03-02,2025-03-30,539,8.8,DataVision Ltd
AI00133,Autonomous Systems Engineer,23319,USD,EN,Full-time,Germany,M,Canada,50,"Statistics, Python, SQL",Associate,1,Consulting,2024-03-28,2024-05-01,1419,5.2,Predictive Systems
AI00134,ML Ops Engineer,91617,EUR,MI,Full-time,Canada,S,France,0,"Hadoop, Azure, Python, R",PhD,13,Media,2025-02-03,2025-02-23,2136,4.6,Digital Transformation LLC
AI00135,AI Product Manager,42969,GBP,EN,Full-time,United States,M,United Kingdom,100,"Computer Vision, GCP, Azure, SQL, Python",Master,11,Education,2025-01-16,2025-02-15,813,9.7,DataVision Ltd
AI00136,NLP Engineer,73047,USD,MI,Freelance,India,L,Finland,100,"Hadoop, Java, Data Visualization",Associate,2,Technology,2024-08-09,2024-09-16,909,2.8,Cognitive Computing
AI00137,Robotics Engineer,279420,USD,EX,Freelance,India,L,India,0,"Computer Vision, SQL, PyTorch, Java",Bachelor,8,Manufacturing,2024-12-29,2025-01-15,1630,8.4,Smart Analytics
