job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI00032,Research Scientist,72830,USD,MI,Freelance,Denmark,S,Denmark,100,"Azure, Python, Spark",Master,1,Real Estate,2024-01-31,2024-03-08,1910,3.9,Cloud AI Solutions
AI00033,Robotics Engineer,74032,USD,MI,Full-time,Switzerland,S,Switzerland,50,"NLP, Scala, Python",PhD,7,Real Estate,2024-08-28,2024-09-20,684,6.5,Cognitive Computing
AI00034,ML Ops Engineer,127367,USD,SE,Full-time,Finland,M,Finland,0,"Tableau, Azure, GCP, Linux, Python",Associate,16,Education,2024-03-01,2024-03-19,1850,5.2,Predictive Systems
AI00035,Deep Learning Engineer,40749,USD,EN,Full-time,Sweden,M,Singapore,0,"R, GCP, MLOps, Linux",PhD,8,Consulting,2024-10-26,2024-12-25,1504,4.7,Smart Analytics
AI00036,Head of AI,46901,USD,EN,Full-time,Finland,M,Netherlands,0,"Git, Hadoop, Data Visualization",Associate,10,Finance,2024-01-31,2024-02-26,1261,5.3,Autonomous Tech
AI00037,AI Architect,40073,USD,EN,Freelance,Japan,S,Japan,100,"Data Visualization, Tableau, AWS, Mathematics, Python",Associate,2,Telecommunications,2024-10-17,2024-11-12,998,7.2,TechCorp Inc
AI00038,Robotics Engineer,45659,USD,EN,Full-time,Israel,L,Israel,100,"Linux, PyTorch, SQL, Statistics",Master,18,Government,2024-01-14,2024-03-12,1030,5.4,Autonomous Tech
AI00039,AI Specialist,130664,USD,SE,Full-time,China,L,China,0,"Tableau, Docker, GCP",Bachelor,1,Healthcare,2024-06-15,2024-07-29,2323,8.6,Future Systems
AI00040,Data Engineer,75718,EUR,MI,Full-time,Netherlands,M,Netherlands,100,"Computer Vision, Azure, Tableau",Associate,15,Government,2024-03-01,2024-05-01,831,7.5,DeepTech Ventures
AI00041,Data Scientist,41371,USD,EN,Full-time,United States,M,China,100,"Data Visualization, Azure, Spark, MLOps",Bachelor,2,Telecommunications,2024-02-24,2024-03-09,761,9.5,DataVision Ltd
AI00042,AI Architect,46386,USD,EN,Full-time,United States,L,United States,50,"Java, Mathematics, SQL",Bachelor,8,Finance,2025-03-17,2025-04-16,2290,6.2,DataVision Ltd
AI00043,AI Specialist,47967,USD,EN,Full-time,Finland,M,Finland,0,"Spark, Mathematics, GCP",Associate,1,Telecommunications,2025-02-01,2025-04-11,502,4.1,Quantum Computing Inc
AI00044,Machine Learning Researcher,31979,USD,EN,Full-time,Singapore,S,Singapore,100,"Hadoop, Docker, Python, Azure",Associate,8,Retail,2024-04-24,2024-06-12,1281,4.9,AI Innovations
AI00045,ML Ops Engineer,47805,EUR,EN,Full-time,Netherlands,S,Netherlands,100,"Docker, R, Linux",Bachelor,5,Media,2025-03-03,2025-05-03,1926,6.0,Future Systems
AI00046,AI Research Scientist,32898,USD,EN,Full-time,United States,M,Singapore,0,"Data Visualization, Statistics, R",Associate,7,Media,2024-01-10,2024-03-22,1151,7.4,DeepTech Ventures
AI00047,AI Research Scientist,178934,USD,EX,Full-time,India,M,India,100,"Scala, Java, Tableau",PhD,1,Manufacturing,2024-11-16,2024-12-18,2012,6.0,Quantum Computing Inc
AI00048,AI Software Engineer,41563,USD,EN,Part-time,China,S,China,100,"Java, Azure, GCP",Bachelor,4,Energy,2024-09-05,2024-10-25,1584,4.7,TechCorp Inc
AI00049,AI Specialist,139869,USD,SE,Full-time,Switzerland,L,Switzerland,0,"Deep Learning, Git, Data Visualization, Linux, Java",Bachelor,12,Manufacturing,2024-08-08,2024-09-23,1930,9.3,Cognitive Computing
AI00050,AI Consultant,120364,USD,SE,Full-time,Austria,L,Finland,50,"Hadoop, AWS, Linux, Docker, Statistics",PhD,19,Media,2025-03-10,2025-05-17,1556,5.3,Autonomous Tech
AI00051,AI Architect,83645,EUR,MI,Full-time,Germany,L,Germany,50,"Deep Learning, SQL, Mathematics",PhD,4,Government,2024-08-16,2024-10-19,1974,4.6,TechCorp Inc
AI00052,Research Scientist,46327,USD,EN,Full-time,India,M,India,0,"Linux, R, Azure, Mathematics, Git",Master,17,Technology,2024-03-12,2024-04-14,2028,4.2,Autonomous Tech
AI00053,Research Scientist,28756,USD,EN,Full-time,United States,M,United States,100,"Docker, Tableau, Mathematics",Associate,3,Gaming,2024-02-24,2024-05-02,2028,6.2,Cognitive Computing
AI00054,Data Scientist,65052,USD,MI,Freelance,Norway,L,Norway,100,"R, PyTorch, Kubernetes, Computer Vision",PhD,8,Consulting,2024-07-07,2024-09-09,1219,5.4,DataVision Ltd
AI00055,Research Scientist,76538,USD,MI,Part-time,Israel,M,Israel,0,"Python, Tableau, TensorFlow, AWS",Master,4,Media,2024-08-05,2024-08-26,1714,2.2,Quantum Computing Inc
AI00056,AI Architect,29736,USD,EN,Contract,Canada,M,Canada,100,"Azure, Kubernetes, TensorFlow, Statistics, Spark",Associate,3,Real Estate,2024-07-29,2024-09-27,1528,5.9,Autonomous Tech
AI00057,Autonomous Systems Engineer,51142,USD,MI,Full-time,India,M,India,100,"Python, Docker, GCP, Scala",Associate,4,Automotive,2024-09-28,2024-10-26,1325,6.5,Autonomous Tech
AI00058,Machine Learning Engineer,25062,USD,EN,Full-time,Israel,S,Israel,100,"Git, Linux, Python, TensorFlow, Mathematics",PhD,0,Finance,2025-03-22,2025-05-01,1872,7.3,Advanced Robotics
AI00059,Machine Learning Engineer,46646,EUR,EN,Full-time,Germany,S,Germany,100,"PyTorch, Computer Vision, R",Associate,4,Transportation,2024-02-09,2024-03-06,793,6.8,AI Innovations
AI00060,AI Software Engineer,45942,GBP,EN,Full-time,United Kingdom,L,France,100,"R, Spark, AWS",Associate,8,Media,2024-03-20,2024-05-05,1945,7.3,TechCorp Inc
AI00061,Data Scientist,56736,USD,MI,Contract,China,L,China,100,"Tableau, NLP, Azure, Statistics, PyTorch",Associate,1,Finance,2024-06-22,2024-08-14,1907,10.0,Predictive Systems
AI00062,Data Scientist,135815,USD,SE,Full-time,Norway,L,Norway,0,"TensorFlow, Azure, Computer Vision, Data Visualization",Bachelor,6,Finance,2024-06-05,2024-07-01,1714,4.2,Neural Networks Co
AI00063,AI Consultant,64534,USD,MI,Freelance,Switzerland,S,Switzerland,100,"TensorFlow, Scala, Docker, Statistics",PhD,3,Education,2024-03-23,2024-06-03,2199,9.1,Smart Analytics
AI00064,AI Software Engineer,25063,USD,EN,Full-time,Australia,M,Canada,0,"Java, R, Deep Learning, NLP, Azure",PhD,4,Technology,2024-02-20,2024-03-15,799,6.0,Cloud AI Solutions
AI00065,Data Engineer,41920,USD,EN,Full-time,South Korea,L,South Korea,0,"Java, Git, Deep Learning",Bachelor,0,Manufacturing,2024-12-15,2025-02-11,909,8.6,Machine Intelligence Group
AI00066,AI Specialist,97466,USD,SE,Part-time,Ireland,L,Ireland,0,"Mathematics, Spark, Python, AWS",PhD,8,Education,2024-12-15,2025-02-12,508,5.8,Machine Intelligence Group
AI00067,Autonomous Systems Engineer,71932,USD,MI,Full-time,Israel,M,Israel,0,"SQL, Java, MLOps, Linux, PyTorch",Associate,4,Retail,2024-09-01,2024-10-29,1153,7.7,Advanced Robotics
AI00068,Machine Learning Engineer,28388,USD,EN,Part-time,Denmark,S,Canada,100,"Python, Scala, Statistics, Git",Associate,12,Finance,2025-02-09,2025-02-23,2452,6.4,Digital Transformation LLC
AI00069,Machine Learning Researcher,53435,EUR,MI,Full-time,Germany,M,Germany,50,"Hadoop, Python, Kubernetes, Azure",Bachelor,0,Gaming,2024-08-30,2024-09-15,583,8.0,Quantum Computing Inc
AI00070,Principal Data Scientist,95060,EUR,SE,Full-time,France,M,France,0,"MLOps, Kubernetes, Git, Python",Associate,3,Technology,2024-10-31,2024-12-15,548,5.3,Cognitive Computing
AI00071,NLP Engineer,48243,USD,EN,Freelance,Israel,S,Singapore,0,"AWS, Kubernetes, Azure",Bachelor,4,Healthcare,2024-02-14,2024-04-02,912,7.6,Neural Networks Co
AI00072,Autonomous Systems Engineer,132728,EUR,SE,Contract,France,M,France,100,"PyTorch, Kubernetes, Git, SQL",Master,7,Real Estate,2024-05-31,2024-06-19,761,6.9,Algorithmic Solutions
AI00073,Machine Learning Researcher,103782,USD,SE,Full-time,Norway,S,Norway,50,"NLP, Azure, Statistics, Spark, Mathematics",Associate,3,Real Estate,2024-08-02,2024-10-01,2077,4.4,Cognitive Computing
AI00074,Autonomous Systems Engineer,145666,GBP,EX,Full-time,United Kingdom,L,United Kingdom,50,"Linux, R, Tableau",PhD,9,Retail,2024-11-29,2025-01-09,2396,10.0,Machine Intelligence Group
AI00075,Data Engineer,32459,USD,EN,Contract,Sweden,S,Finland,100,"Scala, R, Tableau, Data Visualization",PhD,0,Consulting,2025-04-08,2025-05-13,1778,6.4,Digital Transformation LLC
AI00076,Data Engineer,36509,USD,EN,Full-time,Singapore,L,Singapore,50,"Mathematics, Kubernetes, Spark",Master,0,Energy,2024-11-16,2025-01-25,1366,3.8,DeepTech Ventures
AI00077,AI Product Manager,43771,USD,EN,Full-time,Canada,S,Canada,50,"Kubernetes, Spark, Statistics, Scala",Bachelor,16,Energy,2024-09-19,2024-10-06,2383,7.0,Quantum Computing Inc
AI00078,ML Ops Engineer,43409,USD,EN,Full-time,Israel,M,Israel,100,"MLOps, SQL, Statistics",Associate,2,Finance,2024-06-10,2024-08-13,1350,8.6,DataVision Ltd
AI00079,Computer Vision Engineer,38214,USD,EN,Full-time,India,S,India,100,"Scala, MLOps, NLP",PhD,6,Technology,2024-04-20,2024-06-08,1008,7.4,Autonomous Tech
AI00080,AI Research Scientist,39797,USD,EN,Full-time,United States,M,United States,0,"PyTorch, Linux, SQL",Master,12,Consulting,2025-02-13,2025-03-10,2231,6.4,TechCorp Inc
AI00081,Data Analyst,98884,EUR,SE,Freelance,France,M,France,0,"Git, Kubernetes, TensorFlow, R, Java",Bachelor,17,Manufacturing,2024-08-31,2024-09-15,639,8.5,Neural Networks Co
AI00082,ML Ops Engineer,40212,USD,EN,Part-time,Australia,S,Australia,0,"R, Tableau, SQL, MLOps, Docker",Master,19,Gaming,2024-04-01,2024-04-16,826,6.7,TechCorp Inc
AI00083,Machine Learning Researcher,105434,USD,SE,Full-time,Canada,S,Canada,0,"NLP, Azure, Spark, Data Visualization",PhD,10,Energy,2024-02-05,2024-03-11,2292,7.2,Cognitive Computing
AI00084,NLP Engineer,56441,USD,MI,Full-time,Sweden,M,Sweden,0,"Java, SQL, Spark, Tableau, Azure",PhD,3,Automotive,2024-06-20,2024-08-12,804,6.6,TechCorp Inc
AI00085,ML Ops Engineer,52640,USD,MI,Full-time,Finland,S,Finland,100,"Docker, Python, Git, Kubernetes, Java",PhD,13,Telecommunications,2024-06-19,2024-08-22,757,4.6,TechCorp Inc
AI00086,NLP Engineer,88017,USD,MI,Full-time,Denmark,M,Denmark,0,"Git, MLOps, Hadoop, Python, Spark",Associate,0,Finance,2024-07-14,2024-09-08,678,4.4,Machine Intelligence Group
AI00087,Autonomous Systems Engineer,88718,USD,MI,Contract,Israel,L,India,0,"SQL, Kubernetes, Docker",Bachelor,0,Manufacturing,2025-04-16,2025-06-15,1207,6.4,Future Systems
AI00088,AI Specialist,80125,USD,MI,Full-time,United States,S,United States,0,"R, NLP, SQL, GCP",Associate,0,Transportation,2025-02-15,2025-04-15,1517,4.7,Smart Analytics
AI00089,Principal Data Scientist,29971,EUR,EN,Full-time,France,S,France,100,"Spark, SQL, Python, Mathematics, Linux",Master,11,Automotive,2024-05-20,2024-07-14,1294,5.2,AI Innovations
AI00090,AI Software Engineer,71378,EUR,MI,Contract,France,M,France,0,"PyTorch, Hadoop, Scala, Computer Vision",PhD,0,Real Estate,2024-11-19,2024-12-07,841,6.7,Digital Transformation LLC
AI00091,Research Scientist,35180,USD,EN,Full-time,Canada,L,Canada,0,"Hadoop, Spark, Kubernetes, Python",Bachelor,0,Automotive,2025-03-10,2025-05-14,1146,7.9,Predictive Systems
AI00092,Data Analyst,39008,EUR,EN,Freelance,France,L,France,100,"Hadoop, Python, TensorFlow, R, Statistics",PhD,8,Technology,2024-06-19,2024-07-16,2419,7.4,Algorithmic Solutions
AI00093,Principal Data Scientist,67511,USD,MI,Contract,Singapore,M,Singapore,0,"Computer Vision, PyTorch, GCP, Linux",Bachelor,9,Finance,2025-04-26,2025-06-15,2457,5.0,Neural Networks Co
AI00094,AI Research Scientist,42111,USD,EN,Full-time,United States,M,United States,0,"Java, Hadoop, Mathematics",PhD,3,Real Estate,2024-03-01,2024-05-08,1299,6.9,Predictive Systems
AI00095,Machine Learning Researcher,43024,USD,EN,Full-time,Canada,M,Canada,50,"Linux, R, NLP, PyTorch, Git",Master,19,Education,2024-07-10,2024-09-15,1559,3.4,DeepTech Ventures
AI00096,NLP Engineer,52117,USD,MI,Full-time,Israel,S,Israel,100,"Statistics, Python, TensorFlow, PyTorch, Git",Bachelor,8,Manufacturing,2024-04-10,2024-05-03,598,7.7,Cognitive Computing
AI00097,Data Analyst,122838,EUR,SE,Full-time,France,M,France,100,"Kubernetes, Scala, Java",Bachelor,6,Technology,2025-04-05,2025-06-13,2049,9.2,Predictive Systems
AI00098,NLP Engineer,61209,USD,MI,Full-time,Canada,M,Canada,100,"Deep Learning, Statistics, Computer Vision, TensorFlow, Mathematics",Master,4,Real Estate,2024-12-04,2025-01-03,1909,7.1,Machine Intelligence Group
AI00099,Machine Learning Researcher,37109,USD,EN,Full-time,Switzerland,M,Denmark,100,"Python, AWS, Kubernetes, Deep Learning",Master,12,Retail,2025-01-12,2025-03-07,1137,7.5,Smart Analytics
AI00100,AI Research Scientist,33503,USD,EN,Full-time,United States,L,United States,100,"AWS, Kubernetes, Docker, Mathematics, MLOps",PhD,8,Transportation,2024-04-20,2024-06-22,916,4.4,Advanced Robotics
AI00101,AI Product Manager,30578,USD,EN,Full-time,Norway,M,Norway,50,"Scala, Git, Java",Associate,9,Consulting,2025-01-02,2025-03-11,579,6.9,Cognitive Computing
AI00102,AI Product Manager,90011,USD,SE,Full-time,Israel,S,Israel,50,"Azure, AWS, PyTorch, GCP, Hadoop",Associate,16,Government,2024-01-25,2024-04-04,1690,5.4,Smart Analytics
AI00103,Data Analyst,33041,EUR,EN,Contract,Netherlands,M,Netherlands,0,"Spark, Mathematics, PyTorch, SQL, TensorFlow",Bachelor,3,Transportation,2024-01-27,2024-02-28,859,5.7,Algorithmic Solutions
AI00104,Computer Vision Engineer,104242,USD,SE,Full-time,Sweden,L,Sweden,100,"SQL, Python, Deep Learning",PhD,3,Real Estate,2024-07-21,2024-09-27,701,9.0,Digital Transformation LLC
AI00105,Data Engineer,42028,GBP,EN,Freelance,United Kingdom,M,United Kingdom,50,"TensorFlow, GCP, PyTorch, Spark",Master,13,Healthcare,2025-03-03,2025-04-03,1102,8.4,Cloud AI Solutions
AI00106,NLP Engineer,110970,USD,SE,Contract,Japan,S,Japan,100,"Git, SQL, PyTorch, Mathematics",Bachelor,2,Consulting,2024-09-15,2024-11-07,2162,3.5,AI Innovations
AI00107,AI Research Scientist,50267,USD,MI,Full-time,South Korea,S,United Kingdom,0,"Data Visualization, PyTorch, Spark, TensorFlow",Associate,16,Automotive,2024-01-28,2024-03-17,548,10.0,TechCorp Inc
AI00108,ML Ops Engineer,67870,USD,MI,Freelance,Norway,M,Norway,100,"TensorFlow, SQL, NLP, Computer Vision, Git",Associate,2,Retail,2024-03-20,2024-04-20,2298,8.1,Predictive Systems
AI00109,Deep Learning Engineer,39400,EUR,EN,Full-time,France,S,France,100,"Java, R, Git, Mathematics, Spark",PhD,2,Government,2024-12-13,2025-02-24,1397,6.9,AI Innovations
AI00110,AI Specialist,41631,USD,EN,Freelance,Israel,S,Israel,100,"PyTorch, Docker, GCP",Master,2,Transportation,2024-09-04,2024-10-10,2385,9.5,TechCorp Inc
AI00111,Machine Learning Researcher,83521,USD,MI,Full-time,United States,L,United States,0,"Computer Vision, Hadoop, Git, AWS",Bachelor,18,Education,2024-03-08,2024-05-13,1646,4.2,Predictive Systems
AI00112,AI Architect,41550,EUR,EN,Freelance,France,L,France,50,"TensorFlow, Linux, SQL, Hadoop",Associate,18,Government,2024-05-13,2024-06-25,926,7.9,Neural Networks Co
AI00113,Computer Vision Engineer,94420,EUR,SE,Full-time,France,M,France,100,"SQL, Scala, Python",Bachelor,9,Telecommunications,2024-03-18,2024-04-20,1560,7.8,Algorithmic Solutions
AI00114,Data Scientist,99928,EUR,SE,Full-time,France,S,France,0,"NLP, Computer Vision, Mathematics, Statistics, R",Master,6,Real Estate,2024-03-13,2024-05-10,1169,5.1,Digital Transformation LLC
AI00115,Machine Learning Researcher,82806,EUR,MI,Full-time,Germany,L,Germany,0,"Azure, R, Linux, MLOps",Bachelor,7,Technology,2024-08-14,2024-09-06,608,7.2,Future Systems
AI00116,NLP Engineer,95074,USD,SE,Full-time,United States,S,Ireland,0,"R, AWS, Computer Vision, Statistics, Docker",Bachelor,0,Retail,2024-06-04,2024-07-16,1891,8.8,Autonomous Tech
AI00117,ML Ops Engineer,64807,USD,MI,Full-time,Austria,M,Austria,100,"Kubernetes, SQL, Azure, Deep Learning, Linux",Master,0,Gaming,2024-08-11,2024-10-02,2015,4.7,DataVision Ltd
AI00118,Data Analyst,34351,USD,EN,Full-time,Ireland,L,Ireland,100,"PyTorch, SQL, MLOps, AWS, TensorFlow",Associate,7,Retail,2024-10-22,2024-11-06,635,6.7,Smart Analytics
AI00119,AI Software Engineer,60304,USD,MI,Part-time,Singapore,S,Singapore,100,"MLOps, R, Git, Mathematics",Bachelor,17,Consulting,2024-04-15,2024-06-03,784,7.0,Neural Networks Co
AI00120,AI Product Manager,43441,USD,EN,Full-time,Australia,S,South Korea,100,"Linux, Scala, SQL, Git",Bachelor,9,Automotive,2024-05-18,2024-06-25,1243,8.0,Algorithmic Solutions
AI00121,AI Specialist,95494,USD,SE,Contract,Austria,S,Austria,100,"Git, Deep Learning, Kubernetes, Linux, GCP",Master,9,Media,2025-01-06,2025-02-01,611,6.4,Quantum Computing Inc
AI00122,Principal Data Scientist,37623,USD,EN,Full-time,China,M,Netherlands,100,"Git, SQL, Scala, Python, Computer Vision",PhD,0,Retail,2025-03-26,2025-04-13,1645,7.7,Smart Analytics
AI00123,Machine Learning Engineer,94762,USD,SE,Full-time,Singapore,M,Singapore,100,"Python, Tableau, Java",PhD,4,Automotive,2024-06-20,2024-08-25,1212,5.8,DataVision Ltd
AI00124,Machine Learning Researcher,143990,USD,EX,Freelance,Austria,S,Austria,100,"Docker, AWS, Linux, Git, Azure",PhD,14,Technology,2025-04-19,2025-05-14,2427,5.5,DeepTech Ventures
AI00125,Machine Learning Researcher,27835,USD,EN,Freelance,Denmark,M,Denmark,100,"PyTorch, Scala, Linux, Tableau, Deep Learning",PhD,4,Transportation,2024-02-24,2024-03-17,1912,2.3,Neural Networks Co
AI00126,Data Engineer,133902,USD,SE,Full-time,South Korea,M,South Korea,100,"Docker, SQL, Kubernetes, Git, Statistics",Master,11,Healthcare,2024-12-25,2025-01-24,1426,7.7,Future Systems
AI00127,AI Product Manager,124220,USD,SE,Freelance,Denmark,S,Denmark,100,"Statistics, R, Python, TensorFlow",Master,5,Consulting,2024-12-04,2025-01-11,1596,7.0,DeepTech Ventures
AI00128,Research Scientist,38566,USD,EN,Freelance,Switzerland,L,Switzerland,50,"Kubernetes, Azure, Spark, TensorFlow, Linux",Master,0,Transportation,2024-11-04,2024-12-02,1825,4.0,Machine Intelligence Group
AI00129,AI Product Manager,27465,USD,EN,Freelance,Ireland,L,Ireland,0,"GCP, R, Azure, Deep Learning, PyTorch",Associate,17,Technology,2024-08-24,2024-09-15,1467,7.4,Neural Networks Co
AI00130,AI Software Engineer,26303,USD,EN,Freelance,Austria,L,Austria,100,"Spark, Python, Deep Learning, Linux, Java",Bachelor,1,Consulting,2025-03-18,2025-04-12,984,10.0,Smart Analytics
AI00131,AI Specialist,75912,EUR,MI,Full-time,Netherlands,S,Finland,100,"AWS, R, Spark",PhD,5,Technology,2024-08-03,2024-10-15,2308,5.9,AI Innovations
AI00132,AI Software Engineer,48725,USD,EN,Full-time,South Korea,S,France,0,"Python, TensorFlow, PyTorch",Bachelor,0,Media,2025-03-02,2025-03-30,539,8.8,Machine Intelligence Group
AI00133,Autonomous Systems Engineer,28973,USD,EN,Full-time,Canada,M,Canada,50,"Statistics, Python, SQL",Associate,1,Consulting,2024-03-28,2024-05-01,1419,5.2,Predictive Systems
AI00134,ML Ops Engineer,77994,EUR,MI,Full-time,France,S,France,0,"Hadoop, Azure, Python, R",PhD,13,Media,2025-02-03,2025-02-23,2136,4.6,Algorithmic Solutions
AI00135,AI Product Manager,44156,GBP,EN,Full-time,United Kingdom,M,United Kingdom,100,"Computer Vision, GCP, Azure, SQL, Python",Master,11,Education,2025-01-16,2025-02-15,813,9.7,Cognitive Computing
AI00136,NLP Engineer,56494,USD,MI,Freelance,Finland,L,Finland,100,"Hadoop, Java, Data Visualization",Associate,2,Technology,2024-08-09,2024-09-16,909,2.8,Cloud AI Solutions
AI00137,Robotics Engineer,146873,USD,EX,Freelance,Norway,L,India,0,"Computer Vision, SQL, PyTorch, Java",Bachelor,8,Manufacturing,2024-12-29,2025-01-15,1630,8.4,Smart Analytics
